Number,Street,Zip,lat,lng
13745,Valley Oak Cir,20850,41.8700538,-86.6083392
13742,Valley Oak Cir,20850,41.8704769,-86.6100956
13740,Valley Oak Cir,20850,41.8705044,-86.6102031
13608,Valley Oak Cir,20850,41.8722246,-86.6095639
13606,Valley Oak Cir,20850,41.8722473,-86.6095635
13604,Valley Oak Cir,20850,41.8722701,-86.6095632
13602,Valley Oak Cir,20850,41.8722928,-86.6095628
13600,Valley Oak Cir,20850,41.8723156,-86.6095624
22,Yearling Court,20850,39.0964196,-77.2141313
18,Yearling Court,20850,39.0962345,-77.2139067
14,Yearling Court,20850,39.0960845,-77.2136372
10,Yearling Court,20850,39.0958995,-77.2134127
6,Yearling Court,20850,39.0957194,-77.213233
2,Yearling Court,20850,39.0957245,-77.2129186
1,Yearling Court,20850,39.0959798,-77.212694
5,Yearling Court,20850,39.0961548,-77.2128288
9,Yearling Court,20850,39.0962298,-77.2131432
13,Yearling Court,20850,39.0963748,-77.2133678
17,Yearling Court,20850,39.0964798,-77.2135923
21,Yearling Court,20850,39.0967099,-77.2138618
10249,Yearling Drive,20850,39.095984,-77.2148948
10245,Yearling Drive,20850,39.0961192,-77.2146703
10241,Yearling Drive,20850,39.0962944,-77.2144457
10229,Yearling Drive,20850,39.0968751,-77.2135474
10225,Yearling Drive,20850,39.0969953,-77.2131881
10213,Yearling Drive,20850,39.0975361,-77.2119305
10209,Yearling Drive,20850,39.0977563,-77.2117508
10208,Yearling Drive,20850,39.0980111,-77.2122432
10218,Yearling Drive,20850,39.0976258,-77.2130983
10222,Yearling Drive,20850,39.0974556,-77.2133678
10226,Yearling Drive,20850,39.0973604,-77.2135923
10230,Yearling Drive,20850,39.0972653,-77.2138169
10234,Yearling Drive,20850,39.0971751,-77.2140864
10301,Yearling Drive,20850,39.096279,-77.216204
10305,Yearling Drive,20850,39.096293,-77.216881
10309,Yearling Drive,20850,39.095899,-77.217463
10311,Yearling Drive,20850,39.095592,-77.2176
10313,Yearling Drive,20850,39.0952849,-77.217611
10315,Yearling Drive,20850,39.095067,-77.217453
10317,Yearling Drive,20850,39.094935,-77.217161
10319,Yearling Drive,20850,39.094813,-77.216919
10321,Yearling Drive,20850,39.0946349,-77.216688
10323,Yearling Drive,20850,39.094516,-77.216303
10322,Yearling Drive,20850,39.09486,-77.216036
10320,Yearling Drive,20850,39.095232,-77.21622
10318,Yearling Drive,20850,39.095381,-77.216449
10316,Yearling Drive,20850,39.0954727,-77.2167181
10312,Yearling Drive,20850,39.09563,-77.216984
